Id,MSZoning,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,CentralAir,KitchenQual,SalePrice
1030,RL,8713,Koramangala,1Fam,2Story,7,7,1984,2003,BrkTil,462.0,735,40,775,2,1,4,7,1,2.0,527.0,Y,Y,Gd,10907461
1031,C,6157,Malad,Duplex,2Story,6,9,2012,2016,PConc,1334.0,1793,93,1886,1,0,4,7,2,2.0,400.0,Y,Y,Gd,12585532
1032,RL,4737,Whitefield,1Fam,1Story,6,9,2004,2008,BrkTil,,776,393,1169,3,0,4,9,0,1.0,194.0,Y,Y,Gd,13306948
1033,RL,7841,Sector17,1Fam,1Story,10,4,1972,1991,PConc,452.0,869,22,891,3,0,4,8,0,1.0,,Y,Y,Fa,7981948
1034,RL,9003,Whitefield,1Fam,1Story,10,8,1985,1999,BrkTil,,392,373,765,3,1,5,10,2,1.0,225.0,Y,Y,TA,11003939
1035,RL,8781,Sector17,Duplex,SplitLevel,10,7,1974,1991,PConc,1187.0,1026,465,1491,1,1,3,6,0,3.0,595.0,N,Y,Gd,9861247
1036,RL,7731,Viman Nagar,Duplex,1Story,6,8,1990,2004,CBlock,522.0,1034,57,1091,3,1,2,7,0,2.0,414.0,Y,Y,Ex,13328927
1037,RL,7195,Andheri,1Fam,SplitLevel,7,5,1979,1980,CBlock,378.0,382,218,600,3,0,2,7,0,1.0,185.0,Y,Y,Gd,8934373
1038,RL,5201,Sector17,1Fam,1Story,9,5,1988,2000,CBlock,1093.0,903,517,1420,2,0,2,6,2,2.0,348.0,Y,N,TA,9386944
1039,RM,8730,Whitefield,1Fam,2Story,8,8,1994,1997,CBlock,621.0,881,473,1354,3,0,4,8,2,3.0,716.0,N,Y,TA,10713546
1040,RL,8619,Viman Nagar,1Fam,1Story,6,4,1973,1982,BrkTil,1202.0,1229,296,1525,2,0,2,5,2,0.0,0.0,Y,Y,Gd,12092628
1041,RM,4723,Sector17,Apartment,1Story,4,4,1998,2010,BrkTil,1001.0,924,361,1285,1,0,5,7,1,3.0,759.0,Y,Y,Ex,12215547
1042,RL,7728,Koramangala,1Fam,1Story,7,8,1988,1997,CBlock,1895.0,2170,344,2514,3,1,3,8,1,1.0,,Y,Y,Gd,13913802
1043,C,8305,Andheri,1Fam,1Story,6,7,2012,2020,CBlock,902.0,1760,98,1858,3,1,4,8,2,1.0,229.0,Y,Y,Gd,12829495
1044,FV,8764,Sector17,1Fam,SplitLevel,9,6,1971,1978,PConc,882.0,1130,220,1350,2,1,4,8,0,3.0,584.0,Y,Y,TA,9516771
1045,RL,6850,Viman Nagar,1Fam,2Story,8,4,1979,1981,CBlock,1104.0,944,624,1568,1,0,5,8,0,2.0,370.0,N,Y,Gd,11438823
1046,FV,5284,Powai,1Fam,2Story,10,3,2012,2024,CBlock,1832.0,2229,78,2307,1,1,2,5,2,1.0,185.0,N,Y,Gd,16316102
1047,RL,5995,Bandra,1Fam,1Story,7,5,1994,2007,CBlock,981.0,1313,765,2078,2,1,4,8,0,,158.0,Y,N,Gd,14980407
1048,RM,4985,Indiranagar,Apartment,SplitLevel,5,8,1989,1997,CBlock,636.0,518,383,901,1,0,4,6,0,3.0,553.0,Y,Y,TA,11824889
1049,RL,6897,Bandra,1Fam,1Story,8,3,2017,2024,PConc,595.0,606,506,1112,1,0,5,8,1,2.0,489.0,Y,Y,Gd,16548535
1050,RL,6506,Bandra,1Fam,SplitLevel,4,8,1988,1990,PConc,568.0,945,264,1209,1,0,5,7,0,3.0,639.0,N,Y,TA,10843279
1051,RL,11290,Saket,1Fam,1Story,6,9,1992,1996,PConc,784.0,768,612,1380,1,1,2,4,0,3.0,674.0,Y,Y,TA,9056360
1052,RL,8789,Koramangala,Duplex,1Story,9,5,1993,2002,CBlock,934.0,741,561,1302,1,0,3,6,2,,456.0,Y,Y,TA,11384835
1053,RM,8939,Powai,1Fam,SplitLevel,5,5,1980,1992,PConc,947.0,1051,566,1617,1,1,3,5,1,2.0,369.0,N,Y,Ex,14131069
1054,RL,7942,Malad,1Fam,1Story,9,4,2015,2018,CBlock,1209.0,1260,707,1967,1,1,2,4,1,0.0,0.0,Y,Y,Ex,15190554
1055,RL,6265,Sector17,1Fam,SplitLevel,5,4,2003,2015,PConc,1636.0,1645,406,2051,1,0,3,5,0,3.0,576.0,N,Y,Gd,13040801
1056,FV,6449,Indiranagar,1Fam,1Story,7,3,1997,2008,PConc,803.0,1304,132,1436,3,1,5,10,2,2.0,404.0,Y,Y,Ex,16184435
1057,FV,6632,Andheri,Duplex,2Story,5,9,1974,1978,PConc,505.0,688,94,782,2,0,5,9,1,1.0,257.0,Y,Y,Gd,7989732
1058,FV,7376,Powai,Duplex,SplitLevel,4,8,1974,1983,PConc,589.0,681,398,1079,1,0,5,8,1,0.0,0.0,Y,Y,Ex,11106639
1059,C,7778,Whitefield,Apartment,2Story,4,9,2020,2024,PConc,746.0,834,506,1340,2,1,3,6,0,3.0,748.0,Y,Y,Ex,14952913
1060,RL,7001,Malad,1Fam,2Story,3,5,1990,2009,CBlock,662.0,960,17,977,1,1,3,5,1,2.0,378.0,N,Y,Ex,10092550
1061,RL,6418,Saket,1Fam,1Story,4,3,1981,1987,PConc,1682.0,1093,1077,2170,1,1,4,7,2,0.0,29.0,Y,Y,TA,9858550
1062,RL,5811,Saket,1Fam,1Story,8,6,2019,2020,PConc,623.0,949,61,1010,3,0,4,9,2,0.0,0.0,Y,Y,Gd,9834180
1063,FV,4214,Powai,1Fam,1Story,5,3,1973,1979,BrkTil,1349.0,1144,764,1908,2,1,4,7,1,1.0,220.0,Y,Y,Ex,14148995
1064,RL,9566,Viman Nagar,1Fam,1Story,4,7,2018,2024,PConc,330.0,738,21,759,2,0,3,7,2,0.0,0.0,Y,Y,Gd,11740680
1065,RL,11411,Bandra,Duplex,2Story,7,3,2011,2017,CBlock,934.0,1293,635,1928,3,0,4,9,2,3.0,587.0,Y,Y,TA,15537266
1066,RL,9398,Whitefield,1Fam,1Story,9,9,1989,2002,BrkTil,919.0,1101,429,1530,3,1,5,9,0,2.0,369.0,Y,Y,TA,11977201
1067,RL,4481,Saket,1Fam,2Story,10,7,2007,2024,CBlock,961.0,2010,346,2356,2,1,3,6,1,0.0,7.0,N,Y,Ex,14902899
1068,RL,8574,Indiranagar,1Fam,2Story,9,7,1994,1998,CBlock,518.0,820,214,1034,1,1,2,5,1,0.0,41.0,Y,Y,TA,11771931
1069,RM,9047,Saket,1Fam,1Story,3,7,1983,2000,PConc,799.0,867,450,1317,1,1,3,6,0,3.0,551.0,Y,Y,Gd,9197118
1070,RL,6193,Andheri,1Fam,SplitLevel,9,6,1980,1999,PConc,574.0,1098,316,1414,2,0,4,8,0,1.0,197.0,Y,Y,TA,9948246
1071,RL,7977,Sector17,1Fam,SplitLevel,5,3,2001,2012,PConc,770.0,1317,206,1523,1,1,3,6,0,1.0,224.0,Y,Y,TA,10565422
1072,C,6087,Saket,Apartment,1Story,3,9,1980,1996,PConc,864.0,743,684,1427,3,0,4,8,0,2.0,434.0,N,Y,TA,8459863
1073,RM,10057,Andheri,Duplex,1Story,5,3,1987,1999,PConc,903.0,726,710,1436,3,1,4,9,2,3.0,693.0,Y,Y,TA,8978821
1074,RL,7730,Powai,1Fam,1Story,7,6,1996,1997,CBlock,,1041,387,1428,3,1,2,7,2,1.0,228.0,Y,Y,Ex,14425632
1075,FV,5165,Powai,1Fam,2Story,3,5,1987,1999,PConc,394.0,339,261,600,2,1,2,5,0,2.0,379.0,Y,Y,Gd,9961181
1076,RM,8339,Malad,1Fam,1Story,6,4,1992,1998,CBlock,1186.0,1744,352,2096,2,0,5,8,1,2.0,371.0,Y,N,Ex,13629548
1077,RL,9117,Saket,Duplex,2Story,8,9,1980,1989,CBlock,2339.0,1839,1191,3030,2,1,4,7,1,1.0,170.0,Y,Y,Fa,10934541
1078,RM,7396,Indiranagar,Duplex,1Story,8,9,1990,1995,PConc,1248.0,1253,496,1749,1,0,3,5,1,3.0,568.0,Y,Y,Gd,14038565
1079,RM,7958,Saket,1Fam,2Story,5,3,2013,2015,PConc,495.0,617,415,1032,2,1,2,5,0,0.0,10.0,Y,Y,Gd,8650644
1080,RL,6860,Indiranagar,Duplex,2Story,9,4,1974,1976,PConc,489.0,837,245,1082,2,1,2,5,2,1.0,,Y,Y,Ex,13278910
1081,RL,4731,Koramangala,1Fam,SplitLevel,10,8,1992,2009,CBlock,1277.0,1063,843,1906,3,0,4,8,2,0.0,41.0,Y,Y,Ex,15275864
1082,RL,6696,Malad,Duplex,1Story,10,8,2010,2020,PConc,1118.0,916,876,1792,1,0,3,6,2,0.0,,Y,N,TA,11550939
1083,RM,8046,Koramangala,1Fam,1Story,6,6,1994,2013,CBlock,1043.0,765,692,1457,1,1,2,5,2,3.0,662.0,Y,Y,Gd,12417220
1084,RL,6743,Saket,1Fam,1Story,3,8,2010,2014,CBlock,1374.0,1930,46,1976,3,1,2,6,1,3.0,566.0,Y,N,Gd,10808825
1085,RM,8601,Malad,Apartment,1Story,6,9,1979,1997,CBlock,390.0,342,258,600,1,0,3,6,1,2.0,481.0,Y,Y,Ex,9306465
1086,RL,6215,Koramangala,1Fam,1Story,6,8,1991,2009,PConc,1570.0,1688,289,1977,2,1,2,6,2,3.0,568.0,Y,N,TA,11692221
1087,RL,6346,Bandra,Apartment,SplitLevel,9,5,1988,2002,CBlock,1053.0,917,801,1718,1,0,3,5,0,2.0,417.0,Y,Y,Ex,16372594
1088,RL,8662,Saket,1Fam,2Story,10,5,1970,1985,PConc,490.0,610,492,1102,3,1,4,8,2,1.0,190.0,Y,Y,Gd,9542343
1089,RL,7443,Koramangala,1Fam,1Story,3,5,1976,1984,PConc,645.0,666,217,883,1,0,2,4,2,0.0,0.0,N,Y,TA,8619812
1090,C,6176,Bandra,Duplex,2Story,7,8,1973,1976,PConc,831.0,1215,445,1660,3,0,4,8,0,3.0,633.0,Y,Y,Gd,14438039
1091,RM,9067,Bandra,1Fam,1Story,9,6,1970,1984,CBlock,1637.0,2247,56,2303,2,0,3,6,2,1.0,128.0,Y,Y,Ex,18067153
1092,RL,5622,Powai,1Fam,1Story,6,7,1984,1995,BrkTil,,1444,41,1485,2,0,4,8,1,2.0,358.0,N,N,TA,11253888
1093,RL,5546,Saket,1Fam,2Story,6,7,2009,2011,PConc,796.0,1043,130,1173,3,0,4,9,0,3.0,637.0,Y,Y,Gd,10189979
1094,RM,2000,Bandra,Apartment,SplitLevel,7,4,1981,1994,CBlock,,1357,338,1695,2,1,4,7,0,0.0,,Y,Y,Ex,16073602
1095,C,5892,Powai,Duplex,1Story,6,7,1991,2007,PConc,1466.0,1825,685,2510,2,1,5,8,2,1.0,187.0,N,N,TA,13294313
1096,RM,9617,Koramangala,1Fam,2Story,6,7,1991,2009,CBlock,990.0,1230,585,1815,1,1,3,6,1,3.0,543.0,Y,N,Ex,13340961
1097,RL,2855,Andheri,1Fam,SplitLevel,6,5,2019,2024,PConc,1011.0,1819,50,1869,2,1,3,7,1,,587.0,N,Y,Gd,13272632
1098,FV,5096,Saket,1Fam,1Story,8,5,2016,2019,PConc,1447.0,1772,439,2211,3,1,3,8,1,1.0,234.0,N,Y,TA,11811029
1099,RM,7878,Malad,1Fam,1Story,9,8,1986,1992,CBlock,1286.0,1449,387,1836,2,1,3,6,2,2.0,371.0,Y,N,Fa,8051931
1100,RL,2510,Indiranagar,Apartment,2Story,4,4,1998,2016,CBlock,811.0,744,465,1209,1,1,3,5,2,2.0,468.0,N,Y,TA,11920459
1101,RL,5978,Indiranagar,Duplex,2Story,9,3,2015,2024,PConc,348.0,380,347,727,3,1,2,7,1,3.0,653.0,N,Y,Gd,14458178
1102,RL,9281,Koramangala,1Fam,1Story,7,9,1983,1998,CBlock,680.0,1107,32,1139,2,1,2,5,2,2.0,,Y,N,Gd,10674361
1103,RM,11086,Viman Nagar,1Fam,1Story,6,4,2019,2024,PConc,750.0,687,360,1047,2,0,2,6,1,2.0,370.0,N,Y,TA,9897451
1104,RL,7580,Viman Nagar,Apartment,2Story,9,4,1989,1996,PConc,1138.0,1391,538,1929,2,0,4,7,2,1.0,61.0,Y,Y,Gd,13812033
1105,RL,5147,Koramangala,1Fam,2Story,8,6,2019,2024,PConc,1228.0,1114,885,1999,3,1,4,8,0,2.0,346.0,Y,Y,Ex,16760416
1106,RL,5079,Bandra,Apartment,2Story,10,8,2017,2024,BrkTil,1195.0,1549,138,1687,1,0,3,6,0,2.0,,Y,Y,TA,14417215
1107,RL,7289,Saket,1Fam,1Story,7,6,2002,2019,BrkTil,641.0,495,470,965,3,1,5,10,2,1.0,128.0,Y,Y,Gd,9986854
1108,RL,7561,Indiranagar,Duplex,2Story,5,4,2012,2024,PConc,1405.0,2286,207,2493,3,0,3,7,2,3.0,598.0,Y,Y,Gd,19171177
1109,RM,10715,Indiranagar,1Fam,2Story,9,4,1984,2003,CBlock,1054.0,793,598,1391,1,0,2,5,1,3.0,615.0,Y,Y,Ex,16870772
1110,RL,8941,Bandra,Duplex,SplitLevel,5,4,1981,1999,CBlock,884.0,1793,108,1901,3,0,3,7,0,1.0,290.0,Y,Y,TA,11592816
1111,RL,7168,Indiranagar,1Fam,SplitLevel,6,7,2009,2018,BrkTil,1296.0,1404,220,1624,3,1,4,9,1,0.0,3.0,Y,Y,Gd,15610460
1112,RL,6329,Malad,1Fam,2Story,8,9,1989,2005,BrkTil,762.0,992,712,1704,2,1,3,7,2,1.0,98.0,Y,Y,Gd,10780553
1113,RL,13029,Saket,1Fam,SplitLevel,8,9,1999,2011,CBlock,764.0,1475,409,1884,3,1,2,6,1,,0.0,Y,Y,Gd,11144063
1114,RL,8253,Sector17,Apartment,SplitLevel,9,6,2007,2019,PConc,945.0,821,430,1251,2,1,3,6,1,2.0,430.0,Y,Y,TA,10726432
1115,RL,5662,Indiranagar,1Fam,2Story,7,4,1972,1978,PConc,1121.0,1326,926,2252,3,0,4,8,2,3.0,595.0,N,Y,Gd,13120861
1116,RL,6550,Koramangala,Apartment,2Story,7,9,1997,2006,CBlock,560.0,752,58,810,2,1,5,9,0,0.0,42.0,Y,N,Ex,10047250
1117,C,5245,Malad,Duplex,2Story,8,5,1995,1996,BrkTil,782.0,757,323,1080,2,0,2,6,1,0.0,0.0,Y,Y,TA,8829422
1118,RL,2190,Indiranagar,1Fam,2Story,7,9,1999,2002,PConc,1670.0,1570,676,2246,2,1,3,6,2,2.0,457.0,Y,Y,Gd,16110319
1119,RM,7625,Malad,Apartment,1Story,8,8,1982,1987,CBlock,1509.0,1108,787,1895,1,0,4,7,1,3.0,612.0,Y,Y,Gd,11086061
1120,RL,10564,Powai,Duplex,1Story,9,8,1982,1999,CBlock,1485.0,1984,886,2870,3,0,2,6,2,2.0,413.0,Y,Y,TA,13593187
1121,RL,3738,Sector17,1Fam,1Story,4,9,1971,1976,PConc,1117.0,1529,105,1634,3,0,2,6,2,3.0,607.0,N,N,TA,8209627
1122,RM,7110,Whitefield,1Fam,1Story,8,5,2006,2022,CBlock,1093.0,1669,781,2450,3,0,4,8,2,3.0,561.0,Y,Y,Ex,20522473
1123,RL,5586,Koramangala,Apartment,1Story,5,8,2018,2024,PConc,377.0,654,17,671,1,1,3,5,0,2.0,397.0,Y,Y,TA,9914046
1124,FV,8043,Koramangala,Duplex,SplitLevel,7,7,2007,2017,CBlock,660.0,869,24,893,2,1,3,6,0,0.0,14.0,Y,Y,Gd,11287725
1125,RL,6655,Saket,Duplex,1Story,8,9,1971,1989,CBlock,1119.0,1171,876,2047,3,0,3,8,2,1.0,129.0,Y,N,Fa,8003467
1126,RL,4279,Malad,Duplex,1Story,8,7,2005,2006,BrkTil,463.0,429,300,729,1,1,2,5,0,3.0,603.0,Y,Y,TA,8323527
1127,RL,5037,Bandra,1Fam,2Story,9,9,1995,1997,BrkTil,902.0,1397,104,1501,1,1,5,7,1,3.0,660.0,Y,Y,Fa,11603102
1128,C,5339,Koramangala,Apartment,1Story,7,3,1980,1990,PConc,1437.0,1520,663,2183,3,0,2,7,0,1.0,221.0,Y,Y,Gd,13791575
1129,FV,9688,Malad,1Fam,2Story,4,3,1977,1982,PConc,1459.0,929,921,1850,2,1,3,6,0,1.0,268.0,Y,Y,Ex,11040037
1130,RL,9586,Malad,1Fam,1Story,9,3,2013,2024,CBlock,677.0,1022,583,1605,1,1,2,5,1,2.0,420.0,Y,Y,TA,10425181
1131,RL,6377,Andheri,1Fam,1Story,4,8,2009,2024,CBlock,865.0,1098,277,1375,3,1,5,10,1,3.0,555.0,N,Y,TA,9846358
1132,RL,9455,Andheri,1Fam,SplitLevel,10,7,2012,2024,CBlock,1267.0,1530,171,1701,2,0,2,5,1,2.0,439.0,Y,Y,TA,11670669
1133,RM,6653,Whitefield,1Fam,2Story,9,7,1991,1997,PConc,1118.0,1069,819,1888,1,1,4,7,2,1.0,142.0,N,Y,Gd,15164455
1134,RL,6346,Powai,1Fam,SplitLevel,7,7,1989,1996,CBlock,547.0,704,565,1269,1,0,3,5,1,2.0,389.0,Y,Y,Gd,11558854
1135,RL,7114,Whitefield,1Fam,1Story,3,5,1977,1995,PConc,1114.0,1715,70,1785,3,0,3,8,1,3.0,586.0,Y,Y,TA,11742684
1136,RL,7569,Indiranagar,1Fam,1Story,7,7,1998,2017,PConc,1139.0,1872,267,2139,3,0,3,7,1,0.0,,Y,Y,TA,14180530
1137,RM,5889,Bandra,Duplex,2Story,7,5,2009,2024,PConc,687.0,1182,306,1488,2,1,2,5,2,0.0,118.0,Y,Y,Ex,17747106
1138,RL,7043,Indiranagar,1Fam,1Story,4,3,1995,2001,BrkTil,1208.0,1445,189,1634,3,1,2,6,0,3.0,596.0,Y,Y,TA,12201018
1139,RM,8574,Viman Nagar,1Fam,1Story,4,3,1999,2007,CBlock,,1315,526,1841,3,1,2,6,2,2.0,490.0,Y,Y,TA,12792865
1140,RM,7259,Indiranagar,Duplex,1Story,7,8,1986,1998,BrkTil,1449.0,1648,227,1875,2,0,3,6,0,1.0,217.0,Y,Y,Ex,17901542
1141,RL,7085,Saket,1Fam,2Story,7,9,1989,1989,CBlock,1472.0,1398,641,2039,3,1,2,6,1,1.0,158.0,Y,N,Fa,7805150
1142,RL,7988,Indiranagar,1Fam,2Story,7,3,2021,2024,PConc,739.0,679,413,1092,2,0,3,7,2,0.0,0.0,Y,Y,Gd,12476690
1143,RM,8333,Whitefield,Apartment,1Story,4,9,1985,1988,CBlock,,1154,181,1335,2,1,2,5,2,2.0,398.0,Y,Y,TA,10215412
1144,RL,6874,Koramangala,1Fam,1Story,7,9,2015,2017,PConc,773.0,961,393,1354,2,0,3,7,0,1.0,182.0,Y,Y,TA,11622239
1145,RL,6051,Koramangala,1Fam,SplitLevel,7,8,2012,2014,CBlock,549.0,1137,11,1148,3,1,4,8,2,1.0,186.0,Y,Y,Ex,14034697
1146,RM,7378,Andheri,1Fam,1Story,10,4,1976,1988,PConc,535.0,472,228,700,2,1,2,6,2,3.0,628.0,Y,Y,TA,8559925
1147,FV,3812,Bandra,Duplex,2Story,6,4,1985,1992,CBlock,281.0,576,24,600,3,1,3,7,0,2.0,418.0,Y,Y,TA,11553054
1148,FV,6579,Bandra,Duplex,2Story,3,6,2014,2020,CBlock,1130.0,2123,74,2197,2,0,4,7,2,2.0,434.0,Y,Y,TA,14919132
1149,RM,2056,Saket,1Fam,2Story,5,8,2016,2016,PConc,499.0,511,312,823,3,0,4,9,2,1.0,276.0,Y,Y,Gd,9470028
1150,RL,3648,Whitefield,Duplex,1Story,3,6,2017,2024,PConc,1204.0,2142,241,2383,2,1,5,8,1,2.0,376.0,Y,Y,Ex,18516920
1151,RL,3347,Andheri,Duplex,SplitLevel,6,6,1996,2001,PConc,952.0,1410,559,1969,1,0,2,4,1,2.0,455.0,N,N,TA,9403918
1152,RL,9094,Viman Nagar,1Fam,1Story,5,4,2022,2024,BrkTil,893.0,1339,58,1397,1,0,3,5,1,2.0,469.0,Y,N,Gd,11967154
1153,RL,7027,Bandra,1Fam,1Story,9,8,1992,2003,PConc,,1383,525,1908,1,0,5,7,1,3.0,664.0,Y,Y,Gd,15642497
1154,RL,4475,Koramangala,Duplex,1Story,7,4,1993,2001,CBlock,766.0,1580,232,1812,2,1,2,6,1,1.0,112.0,Y,Y,Gd,13532476
1155,RL,7982,Indiranagar,1Fam,1Story,6,6,1978,1988,PConc,575.0,769,280,1049,3,1,4,8,2,0.0,89.0,N,Y,Gd,13904941
1156,C,8977,Indiranagar,1Fam,1Story,10,8,2004,2013,PConc,1095.0,977,615,1592,2,1,2,6,2,2.0,368.0,Y,Y,TA,13565163
1157,FV,8016,Andheri,1Fam,SplitLevel,9,6,2020,2020,CBlock,690.0,665,445,1110,2,0,3,6,1,1.0,107.0,N,N,TA,9897348
1158,FV,6622,Whitefield,1Fam,1Story,7,7,1989,2006,CBlock,1096.0,1373,554,1927,2,1,4,7,0,0.0,88.0,Y,Y,TA,13248051
1159,RL,7464,Whitefield,1Fam,SplitLevel,4,9,2006,2009,CBlock,777.0,1090,152,1242,2,0,5,8,1,3.0,625.0,Y,Y,TA,12642336
1160,FV,8802,Powai,1Fam,1Story,8,8,2011,2015,CBlock,847.0,1244,307,1551,3,0,2,6,2,1.0,227.0,Y,Y,TA,13122107
1161,RL,6061,Sector17,1Fam,1Story,6,8,1986,1994,CBlock,1184.0,1291,239,1530,2,1,2,6,0,3.0,583.0,Y,Y,Ex,13750001
1162,RL,7059,Bandra,Apartment,1Story,4,9,2016,2024,PConc,700.0,1064,596,1660,1,1,5,7,1,1.0,209.0,Y,Y,TA,13370361
1163,RM,6485,Whitefield,1Fam,2Story,6,6,2000,2002,PConc,1627.0,1800,631,2431,1,1,2,4,0,3.0,593.0,Y,N,Gd,13092057
1164,RL,3773,Koramangala,1Fam,2Story,10,7,1977,1992,PConc,1118.0,772,707,1479,1,0,2,4,1,1.0,168.0,Y,Y,Gd,11511523
1165,FV,8833,Andheri,Apartment,SplitLevel,6,5,1984,1988,PConc,1593.0,2006,202,2208,2,0,2,6,2,3.0,601.0,Y,Y,Gd,12192110
1166,RL,11114,Viman Nagar,Apartment,2Story,4,9,2000,2015,BrkTil,870.0,1829,10,1839,3,1,4,9,1,0.0,5.0,Y,Y,Gd,13884346
1167,RL,5252,Powai,1Fam,1Story,10,4,2022,2024,CBlock,1196.0,1624,685,2309,3,0,4,9,0,1.0,133.0,Y,Y,Gd,17732781
1168,RL,8925,Malad,1Fam,1Story,5,6,1999,2018,PConc,982.0,722,708,1430,3,1,3,8,2,0.0,2.0,Y,N,Ex,10848849
1169,C,5316,Saket,1Fam,SplitLevel,3,9,2015,2024,BrkTil,,1139,809,1948,2,1,2,5,1,2.0,310.0,Y,Y,Ex,12996668
1170,RL,7265,Viman Nagar,Apartment,SplitLevel,7,9,1989,1991,BrkTil,1137.0,1297,273,1570,3,1,3,7,1,0.0,96.0,Y,Y,Gd,11374380
1171,RM,10016,Malad,1Fam,1Story,6,8,2008,2024,PConc,412.0,483,117,600,1,1,4,7,1,1.0,194.0,Y,Y,Ex,10236989
1172,RM,5959,Indiranagar,1Fam,1Story,7,4,2022,2024,BrkTil,729.0,943,112,1055,3,1,2,6,1,0.0,0.0,Y,Y,Gd,13959032
1173,RM,6970,Saket,Duplex,2Story,8,4,1981,1996,PConc,832.0,1185,706,1891,2,1,3,6,2,1.0,225.0,Y,Y,Ex,11983772
1174,RL,3396,Bandra,1Fam,2Story,4,4,2018,2024,BrkTil,1276.0,1638,220,1858,2,0,2,6,2,3.0,562.0,Y,Y,Ex,20217431
1175,RL,5671,Koramangala,Duplex,2Story,7,9,1986,2005,PConc,639.0,803,149,952,3,0,2,6,1,2.0,398.0,Y,Y,TA,10278619
1176,RM,3187,Saket,Duplex,1Story,4,5,2011,2024,CBlock,,1131,579,1710,2,1,5,9,2,0.0,22.0,Y,Y,TA,9479728
1177,FV,7858,Sector17,1Fam,SplitLevel,7,3,1999,2016,PConc,771.0,1430,421,1851,3,1,3,8,0,2.0,349.0,N,Y,Fa,8363327
1178,C,8663,Malad,1Fam,1Story,3,6,1998,2011,BrkTil,647.0,907,675,1582,3,0,4,9,2,0.0,97.0,Y,Y,TA,9764451
1179,RL,6556,Bandra,1Fam,1Story,3,3,1988,2005,PConc,1078.0,1426,538,1964,1,0,3,6,0,,302.0,Y,Y,TA,13346004
1180,RL,7571,Sector17,Duplex,1Story,10,9,2015,2024,PConc,871.0,1783,113,1896,2,1,3,7,0,0.0,0.0,N,Y,TA,12561597
1181,RL,6348,Indiranagar,Duplex,1Story,3,3,1980,1994,CBlock,986.0,1124,458,1582,1,1,3,6,2,2.0,343.0,Y,Y,Gd,13097196
1182,RM,8481,Sector17,Duplex,SplitLevel,10,9,2003,2008,CBlock,1030.0,1236,108,1344,2,0,5,8,1,0.0,0.0,N,Y,Gd,10875591
1183,RL,7258,Powai,1Fam,2Story,3,3,2019,2024,CBlock,1180.0,1686,435,2121,3,1,2,6,2,2.0,376.0,Y,Y,Gd,14712319
1184,RM,3028,Powai,Duplex,2Story,3,4,1976,1993,CBlock,1351.0,1091,740,1831,2,0,4,7,0,2.0,455.0,Y,N,TA,10053934
1185,FV,8879,Andheri,1Fam,1Story,3,7,2013,2016,CBlock,363.0,718,191,909,3,1,5,10,0,1.0,174.0,Y,Y,TA,8753158
1186,RL,6220,Viman Nagar,1Fam,2Story,4,4,2003,2010,PConc,799.0,1287,423,1710,2,0,4,8,2,3.0,541.0,N,Y,TA,12357751
1187,RL,4459,Viman Nagar,1Fam,2Story,6,4,1989,2003,PConc,422.0,716,308,1024,1,1,5,8,0,3.0,605.0,Y,Y,Gd,10520133
1188,FV,6122,Bandra,Duplex,1Story,10,8,2019,2021,PConc,593.0,625,492,1117,1,1,2,4,2,0.0,0.0,Y,Y,Fa,10806331
1189,RL,3195,Indiranagar,Duplex,SplitLevel,7,8,2007,2021,BrkTil,972.0,902,372,1274,3,1,4,8,2,2.0,453.0,Y,Y,Fa,12134190
1190,RL,4500,Whitefield,1Fam,1Story,3,3,1993,2005,PConc,711.0,870,752,1622,1,0,3,6,1,1.0,229.0,Y,Y,Gd,12384662
1191,RL,7285,Powai,Apartment,1Story,4,9,1979,1987,PConc,,981,806,1787,3,1,5,10,0,3.0,570.0,Y,Y,TA,12233256
1192,RL,7453,Bandra,1Fam,1Story,4,4,2001,2002,CBlock,809.0,987,408,1395,3,0,4,9,2,1.0,175.0,Y,Y,Ex,17529584
1193,RM,7612,Whitefield,1Fam,1Story,4,3,2021,2024,PConc,1098.0,924,493,1417,3,0,2,7,0,1.0,212.0,Y,Y,Ex,17099674
1194,RL,7006,Viman Nagar,1Fam,1Story,10,8,1984,2003,PConc,605.0,1297,51,1348,2,0,4,8,2,2.0,344.0,Y,Y,Ex,14234781
1195,RL,5614,Andheri,Apartment,2Story,6,7,2006,2022,CBlock,1029.0,1460,663,2123,3,0,5,9,2,0.0,0.0,N,N,TA,10785194
1196,RM,6891,Sector17,1Fam,1Story,10,6,1989,2001,PConc,247.0,527,73,600,1,1,2,5,1,2.0,388.0,Y,Y,Ex,11213706
1197,RL,6125,Powai,1Fam,1Story,7,3,1972,1972,CBlock,828.0,1105,340,1445,2,1,3,7,2,3.0,,Y,Y,Ex,13069533
1198,RL,3748,Bandra,Apartment,2Story,6,7,2006,2007,PConc,1212.0,2021,351,2372,1,1,5,8,1,,577.0,Y,Y,Ex,20158888
1199,RM,5455,Saket,Apartment,1Story,5,6,2009,2023,PConc,1389.0,1170,688,1858,3,0,5,10,0,1.0,146.0,Y,Y,Gd,12131045
